date,time,symbol,price
2025-03-17,18:20:18.000,BTCUSD,83406.89000
2025-03-17,18:20:18.000,BTCUSD,83409.49000
2025-03-17,18:20:18.000,BTCUSD,83409.49000
2025-03-17,18:20:18.000,BTCUSD,83410.86000
2025-03-17,18:20:18.000,BTCUSD,83410.86000
2025-03-17,18:20:18.000,BTCUSD,83412.26000
2025-03-17,18:20:18.000,BTCUSD,83412.26000
2025-03-17,18:20:18.000,BTCUSD,83407.64000
2025-03-17,18:20:18.000,BTCUSD,83407.64000
2025-03-17,18:20:19.000,BTCUSD,83407.39000
2025-03-17,18:20:19.000,BTCUSD,83407.39000
2025-03-17,18:20:19.000,BTCUSD,83409.24000
2025-03-17,18:20:19.000,BTCUSD,83409.24000
2025-03-17,18:20:19.000,BTCUSD,83410.89000
2025-03-17,18:20:19.000,BTCUSD,83410.89000
2025-03-17,18:20:19.000,BTCUSD,83415.70000
2025-03-17,18:20:19.000,BTCUSD,83415.70000
2025-03-17,18:20:20.000,BTCUSD,83417.28000
2025-03-17,18:20:20.000,BTCUSD,83417.28000
2025-03-17,18:20:20.000,BTCUSD,83417.50000
2025-03-17,18:20:20.000,BTCUSD,83417.50000
2025-03-17,18:20:20.000,BTCUSD,83416.94000
2025-03-17,18:20:20.000,BTCUSD,83416.94000
2025-03-17,18:20:20.000,BTCUSD,83411.90000
2025-03-17,18:20:20.000,BTCUSD,83411.90000
2025-03-17,18:20:20.000,BTCUSD,83407.45000
2025-03-17,18:20:20.000,BTCUSD,83407.45000
2025-03-17,18:20:20.000,BTCUSD,83406.85000
2025-03-17,18:20:20.000,BTCUSD,83406.85000
2025-03-17,18:20:20.000,BTCUSD,83406.48000
2025-03-17,18:20:20.000,BTCUSD,83406.48000
2025-03-17,18:20:21.000,BTCUSD,83409.67000
2025-03-17,18:20:21.000,BTCUSD,83409.67000
2025-03-17,18:20:21.000,BTCUSD,83415.58000
2025-03-17,18:20:21.000,BTCUSD,83415.58000
2025-03-17,18:20:21.000,BTCUSD,83415.75000
2025-03-17,18:20:21.000,BTCUSD,83415.75000
2025-03-17,18:20:21.000,BTCUSD,83411.17000
2025-03-17,18:20:21.000,BTCUSD,83411.17000
2025-03-17,18:20:22.000,BTCUSD,83416.00000
2025-03-17,18:20:22.000,BTCUSD,83416.00000
2025-03-17,18:20:22.000,BTCUSD,83415.58000
2025-03-17,18:20:22.000,BTCUSD,83415.58000
2025-03-17,18:20:22.000,BTCUSD,83411.17000
2025-03-17,18:20:22.000,BTCUSD,83411.17000
2025-03-17,18:20:22.000,BTCUSD,83415.85000
2025-03-17,18:20:22.000,BTCUSD,83415.85000
2025-03-17,18:20:23.000,BTCUSD,83420.43000
